,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy,y
0,10.292352,10.293712,7.48216,26.34741130183564,27.77494563920974,21.517081998598233,180.09645672369393,0.8652975409564866,0.8215159429702689,3.163623845475857,0
1,42.888128,51.011744,30.614768,44.74143024821196,52.19890257542263,36.66008745633562,654.3329253159043,0.8542647438654108,0.4579333954769813,8.77372616078173,0
2,28.924096,36.727584,22.525488,41.467094986058335,51.35201586620474,33.87876606905653,575.9110478981986,0.8591447730813738,0.6394940236121509,6.019349004061253,0
3,28.041136,32.396496,22.630576,43.617876195769824,49.95977540904266,36.39892555980497,452.2398642047777,0.8894117051414994,0.6758366791983893,5.532082836589041,0
4,56.86048,60.819568,52.115792,58.079225805528786,61.69149831454393,54.22806697838985,464.54438464348027,0.9330833542309289,0.48572402342468746,8.259815484728874,0
5,80.024784,82.065792,67.346048,61.64220510132116,63.02646269157691,54.68255497671717,762.6457112317447,0.8969396429568713,0.3524941615759404,10.180655174520645,0
6,32.526432,33.824928,23.880848,40.17539771239827,41.70315524987067,33.4647309686018,411.4606277265141,0.8677741057371738,0.5066836675886539,8.02354233787744,0
7,63.446688,63.1908,53.662032,61.936528202916385,61.20826973015983,54.79241000020874,503.63121983096903,0.929875693648185,0.4848809671399384,8.281303801625004,0
8,47.68552,52.956752,40.33176,55.08757361083895,57.59478894492536,50.72968897305009,652.7814508377147,0.8936497339899223,0.5084629505309614,8.094837764259292,0
9,57.801744,61.411456,47.556272,58.62679393040748,61.47851019632848,52.05518842019512,783.2124401474622,0.8862278096920583,0.4735028036926296,8.554869383334646,0
10,29.702176,33.75048,29.03552,34.603643346691456,36.209404244886436,34.60088441542499,203.42341954430353,0.918822219188977,0.5209958126480441,7.4060698174078645,0
11,63.332704,65.25056,58.199504,60.98735131195962,60.13160237085321,57.859875891277056,534.6916405126934,0.9252951862428678,0.4331504777810276,9.066787023853122,0
12,24.460208,25.280352,17.623984,40.3583932360635,42.44302603203612,32.025020280520415,368.03311010408044,0.8820541921159497,0.6708353329343987,5.669151540960166,0
13,27.301312,32.866544,20.999888,45.97217727146123,55.05262265774505,37.6897696462509,602.1520915629206,0.8741408425709414,0.6892495667169604,5.474863593139152,0
14,39.03096,44.249872,33.608864,50.59908158730156,54.642964304506904,45.79044551682702,498.1179744598298,0.9061256558656832,0.5791776409634093,7.008503654190619,0
15,45.280064,49.176896,38.137168,47.156826994146925,51.13142630325488,43.23706873667289,579.2573458744017,0.8755088946283613,0.44025617128999534,9.09432171188004,0
16,38.36288,41.151712,33.39248,42.46481760358332,45.50479033540377,40.9213044690611,400.28452784195474,0.8944626637921179,0.4468012107055449,8.961108242691056,0
17,19.632512,23.633616,18.395744,33.144420353505296,38.436532449800204,31.47401103587631,242.10344447853822,0.9034226682735892,0.7009207877380402,5.07475509603841,0
18,68.05008,68.553328,56.737872,57.856740765390505,57.98776660748728,50.8221278668221,695.7106178027636,0.8904595656609093,0.39065822624846114,9.783405058637818,0
19,63.325872,67.23344,49.227824,60.01200386122443,63.578099136152225,50.32079156993682,710.0966570212046,0.900942026108379,0.4459953678985664,9.072783289085201,0
20,61.703232,61.791232,47.416784,63.58617126981445,64.15938054503157,50.90163348162162,543.2405477706094,0.9273925021547954,0.5282727581343483,7.792029943375975,0
21,22.787152,22.414208,14.328592,38.95720800736233,40.76861714275744,28.496519003161353,333.4471926179852,0.882288761027408,0.708979429265647,5.001159775695323,0
22,38.69208,43.832336,35.976304,45.246457378159455,50.58440962177085,44.518189344352095,468.98806871404815,0.8967403358121763,0.4915005939623512,8.38830307253021,0
23,53.791632,55.165968,45.657664,57.9512340401529,59.59381275453834,51.30062726773527,486.32314179202916,0.9256510028239314,0.5128877658066102,8.060651824928492,0
24,64.146528,67.51576,58.643584,60.33087887264047,63.03711458833122,56.155862308711306,473.0814185365844,0.9356537761292353,0.452709350601208,8.685657372492996,0
25,31.791024,37.435248,30.138112,43.918905189353524,51.0206450682319,43.42709786614178,377.93343319224556,0.9157023878174185,0.6009225783927108,6.743029353229901,0
26,57.822496,60.195552,51.069104,56.55132844001088,57.15438320387419,51.17043967601983,598.054963502134,0.9030890330897251,0.45249325966073195,8.842096652447772,0
27,32.35752,38.643024,26.976032,41.486659487714846,48.69574872753703,37.75689989306559,445.7769546599539,0.8869356683062671,0.5576275091014113,7.322754108493353,0
28,24.013232,26.321296,17.06264,41.253223109402924,45.82380185973643,32.21112994339689,411.4542024424323,0.8810700670788835,0.6939904129366994,5.357386619211206,0
29,35.357408,40.314048,28.382944,49.73196577174018,55.93461952899739,43.28263404522493,504.2530242591656,0.9049231853888686,0.6121788714574078,6.6393318146291085,0
30,68.888064,69.283456,56.10792,64.9857314672375,65.15050542164707,58.08199570670415,799.8473748662059,0.9010810948636606,0.4375468051913585,9.118835794651059,0
31,32.69464,29.172048,20.148912,29.82618640172424,25.990935948628245,19.892259027477397,226.92266266845826,0.8332638847188139,0.38467253642072674,9.06965766350529,0
32,26.301824,29.094048,16.52248,36.112857409418936,39.41003957082124,26.63617913007795,454.2688934993523,0.8240403583005532,0.5651243964084189,7.181045302151542,0
33,30.569056,36.667328,18.521264,48.74760809792481,57.111516048345415,34.03035274343044,719.9799170986244,0.8586182653328727,0.6472307454973824,6.182177273641889,0
34,55.582096,58.243712,41.97712,59.59254312618974,61.45350786131786,50.26177064634313,790.8815774418367,0.8849790703263856,0.5077626791408367,8.116020374094363,0
35,34.186192,35.890112,24.423856,42.48409439471595,46.86411903180787,35.465649551238506,458.10296335397754,0.877270673702247,0.5212473931104719,7.892660896881595,0
36,21.761776,23.542,16.548256,43.372436608125035,47.715810168119326,34.85631477018855,369.0946833459379,0.9029051372745364,0.7389510289911432,4.68913364095652,0
37,29.741072,39.989536,22.603504,41.98418993253075,55.088984184723394,34.23536403957148,705.2003842157387,0.845271011824249,0.6309419041740217,6.165104866283632,0
38,22.181696,26.421856,19.31784,31.75430091442077,37.26179670272576,30.744277154202212,236.50732079922622,0.9002385831355658,0.6498999968849124,5.697944096120949,0
39,42.726288,43.588912,34.101488,47.35298404262456,50.69875310751002,43.13591084219569,425.98828100080783,0.9077619832694553,0.47647837347871336,8.569843826066611,0
40,60.9488,63.19728,52.252208,56.80598083441567,56.878894720287946,50.601114208332774,618.8194448258578,0.899256356460189,0.42738017647786736,9.117921204934474,0
41,33.040544,38.647232,23.3108,46.55720185088515,53.88933848859324,39.36819827424161,687.0145771545789,0.8567335959165777,0.6010097259484647,6.8553300527138,0
42,60.066912,62.841184,47.423776,59.920873715127485,62.90163897290869,51.109389801697134,670.7914082666562,0.9054348870317053,0.46207041571696617,8.877118261211821,0
43,31.140464,33.802752,20.405232,45.30741711756149,49.008288005463896,33.3883787421039,466.9472554815867,0.883727205812357,0.6411085947490568,6.1865981338703895,0
44,21.442112,28.4624,19.31192,34.79362920103989,44.60482962908837,31.758212070480294,366.7277728884043,0.8812780664155102,0.6983453596641336,4.96199148349705,0
45,57.2336,60.18168,46.787488,59.68340813861085,60.80410960105903,53.561945807166644,794.0780389513324,0.8856188892640596,0.4863796249787813,8.366657991814522,0
46,39.544144,39.86344,26.418736,49.89068934487941,52.6522030628007,39.770592202811166,596.8185233925641,0.8765474519738135,0.5434528891677679,7.689253912729428,0
47,33.384416,36.88216,24.645232,44.38968889662265,49.487551098578315,35.18404882423533,468.5509633941721,0.884434677024307,0.5914633400817201,6.837525446111028,0
48,35.502176,39.264176,27.344992,36.98515220010625,40.384812034241584,31.98716024469718,407.79132409820033,0.855987293243431,0.43148999233500057,9.067855358208023,0
49,63.19256,65.676512,50.0324,58.31714115632213,60.19731897280689,48.6936584602143,648.3331946681426,0.9011107130673909,0.4514011372365554,8.843490109128242,0
50,22.500176,24.876672,18.24256,38.780693959353336,41.97491925191061,33.57555987092993,370.31424405307956,0.8790979245724064,0.6875487930122726,5.405524490583189,0
51,31.648736,33.284944,22.0988,42.598141621464,44.46947077396879,34.28277489585696,461.4943404411494,0.8675965537082294,0.5454597515390764,7.579695245205007,0
52,33.165872,35.695504,23.918944,45.97252630082032,48.999574877604644,36.98307620959706,546.8015813060057,0.8681856219840941,0.5832434685735468,7.061685964080963,0
53,19.451168,19.731872,12.257552,35.49424110240668,36.6232959108764,26.30530811390157,302.66497734965253,0.8696155968045088,0.7214818701807761,4.84997735177348,0
54,26.232016,30.231888,14.721728,33.94738435543663,38.30862132673866,23.89442455247701,450.4999388562882,0.8106572193901377,0.5483487048638808,7.311444894834756,0
55,75.86248,75.13384,62.10168,60.33985044934732,60.11175078846398,53.62631247044309,686.4689707018889,0.9007357780894008,0.3603693308799268,10.102510433672443,0
56,85.101472,82.95456,70.081584,64.40205965210441,62.943344296330494,58.647335012351114,849.0202275551293,0.8913854727341912,0.3556233000593603,10.051146989034699,0
57,43.744544,49.800592,35.196496,53.248892629162384,57.400917313659164,46.837117559922326,689.8862052128062,0.8817112774607427,0.545277131101133,7.587820480331686,0
58,76.209584,80.939904,64.61928,59.41869842521749,61.57337714037443,53.196142983129896,773.6285083389047,0.8897283713464152,0.34769653006370554,10.368362306166539,0
59,31.220688,32.575056,20.730896,40.00315248585611,44.257776340399936,32.88206780354885,418.3194319188798,0.8739015664978976,0.5438708116717094,7.467009272742597,0
60,28.969056,36.149488,26.165824,36.73296506503203,43.58650329331152,34.867277817475575,402.6750925167311,0.8734168213234266,0.5439912477435095,7.4115809008091,0
61,44.65024,47.834624,36.169088,49.429603153802475,53.872948413639136,44.90772460555373,461.69679232527864,0.9099347938960604,0.4593604416562457,8.904912226710788,0
62,61.46752,63.974096,52.89776,58.68039550863303,60.043427625201275,53.074446534866475,633.3990842795109,0.9060387920413941,0.4437639417969824,8.945814856667315,0
63,44.348528,47.88752,41.818704,50.11773355044316,52.41046296541941,48.4026145963251,360.6837522275994,0.9301352037055269,0.5221978967803986,7.7473194089380035,0
64,24.704128,26.026208,16.025088,34.963382155615555,36.450907055116424,29.670851059453213,319.7069004615063,0.8661308661027605,0.5578101978885347,7.258617887196994,0
65,24.775344,27.649824,20.799744,43.58349239886202,47.90719095051414,38.73922613494575,424.6014737025931,0.8930514918804828,0.6984947326404884,5.286091667726179,0
66,53.787904,55.16328,45.654384,57.94835362015718,59.59191686497088,51.298499213724995,486.11798915592374,0.9256767773173988,0.5128745285540814,8.060739845458464,0
67,28.558992,34.882112,25.400608,42.48998667855682,50.73041082446953,37.96993327924525,358.4122450274095,0.914246017957945,0.6756808910066395,5.242662745507859,0
68,24.68744,29.769744,14.573152,40.817236974670394,49.94457269988866,27.365153476362888,570.8613369890728,0.8476013027002266,0.6825729583944793,5.534120149506804,0
69,20.546288,23.015728,12.18696,29.86893318183721,33.528358752405644,24.98825271919587,402.3791881953999,0.7891681425565213,0.5856675880524085,6.785583403037834,0
70,30.779904,33.361312,20.055712,50.01639001118318,54.40874471662304,35.60365689326106,529.1410363934746,0.8911964289701866,0.6726837921333293,5.767797484698605,0
71,49.713344,57.363504,41.850976,55.09136647731352,63.907899299241436,49.30349439793719,704.4062794469141,0.8966716479130162,0.4938387249521879,8.444450696964992,0
72,39.346032,44.216144,33.931648,51.65066371165985,57.861613819278006,45.81707489576453,575.3976182804697,0.8989964863320613,0.561638642235562,7.447094573077869,0
73,59.275152,59.47368,51.19952,62.23630852948218,61.4612145280062,56.740070071948274,464.8079236538205,0.9366248819625874,0.5083137423817237,7.954812043366657,0
74,28.149104,34.958704,23.196992,39.322051116354345,48.60183443698791,33.93172925378157,460.6470352160011,0.8758450363986694,0.6233272531645537,6.221405148012413,0
75,37.819824,40.5276,27.580928,41.11099551955685,45.36926314411553,35.97451579464018,474.8440974641187,0.8670236228912803,0.49546372849372217,8.266822165135611,0
76,34.877952,42.069984,27.61168,49.338277719086385,57.58679680482102,43.093920772860756,685.1070433774811,0.8747486327964169,0.5954587004241859,6.9381376950296065,0
77,41.676288,49.251504,33.7072,52.43106478549769,60.83354753536887,45.492922660123746,708.420900333191,0.884316178416184,0.543735462519347,7.735627271448347,0
78,34.016176,37.882624,25.052512,47.691716118598876,54.24661271337247,39.24919681330888,578.4848872314105,0.8806924569068637,0.5797612808945117,7.221020415587849,0
79,47.758656,56.104576,42.236688,53.58668902884058,62.34472429853406,50.74601031402031,673.7873614811574,0.897938706074086,0.49779710225273505,8.356995165057906,0
